Datetime,AEP_MW
2018-07-24 13:00:00,17132.0
2018-07-24 14:00:00,17747.0
2018-07-24 15:00:00,18185.0
2018-07-24 16:00:00,18500.0
2018-07-24 17:00:00,18644.0
2018-07-24 18:00:00,18597.0
2018-07-24 19:00:00,18255.0
2018-07-24 20:00:00,17926.0
2018-07-24 21:00:00,17564.0
2018-07-24 22:00:00,17271.0
2018-07-24 23:00:00,16225.0
2018-07-25 00:00:00,14927.0
2018-07-23 01:00:00,12579.0
2018-07-23 02:00:00,12157.0
2018-07-23 03:00:00,11829.0
2018-07-23 04:00:00,11647.0
2018-07-23 05:00:00,11848.0
2018-07-23 06:00:00,12380.0
2018-07-23 07:00:00,13220.0
2018-07-23 08:00:00,13866.0
2018-07-23 09:00:00,14536.0
2018-07-23 10:00:00,15207.0
2018-07-23 11:00:00,15949.0
2018-07-23 12:00:00,16498.0
2018-07-23 13:00:00,17165.0
2018-07-23 14:00:00,17730.0
2018-07-23 15:00:00,18120.0
2018-07-23 16:00:00,18513.0
2018-07-23 17:00:00,18713.0
2018-07-23 18:00:00,18680.0
2018-07-23 19:00:00,18173.0
2018-07-23 20:00:00,17718.0
2018-07-23 21:00:00,17214.0
2018-07-23 22:00:00,16912.0
2018-07-23 23:00:00,15858.0
2018-07-24 00:00:00,14814.0
2018-07-22 01:00:00,12274.0
2018-07-22 02:00:00,11784.0
2018-07-22 03:00:00,11383.0
2018-07-22 04:00:00,11202.0
2018-07-22 05:00:00,11091.0
2018-07-22 06:00:00,11036.0
2018-07-22 07:00:00,11221.0
2018-07-22 08:00:00,11611.0
2018-07-22 09:00:00,12241.0
2018-07-22 10:00:00,12859.0
2018-07-22 11:00:00,13384.0
2018-07-22 12:00:00,13895.0
2018-07-22 13:00:00,14419.0
2018-07-22 14:00:00,14833.0
2018-07-22 15:00:00,15191.0
2018-07-22 16:00:00,15381.0
2018-07-22 17:00:00,15626.0
2018-07-22 18:00:00,15730.0
2018-07-22 19:00:00,15739.0
2018-07-22 20:00:00,15403.0
2018-07-22 21:00:00,14975.0
2018-07-22 22:00:00,14891.0
2018-07-22 23:00:00,14256.0
2018-07-23 00:00:00,13330.0
2018-07-21 01:00:00,12654.0
2018-07-21 02:00:00,12102.0
2018-07-21 03:00:00,11603.0
2018-07-21 04:00:00,11470.0
2018-07-21 05:00:00,11431.0
2018-07-21 06:00:00,11632.0
2018-07-21 07:00:00,11660.0
2018-07-21 08:00:00,12103.0
2018-07-21 09:00:00,12692.0
2018-07-21 10:00:00,13291.0
2018-07-21 11:00:00,13931.0
2018-07-21 12:00:00,14400.0
2018-07-21 13:00:00,14752.0
2018-07-21 14:00:00,15151.0
2018-07-21 15:00:00,15458.0
2018-07-21 16:00:00,15765.0
2018-07-21 17:00:00,16074.0
2018-07-21 18:00:00,16251.0
2018-07-21 19:00:00,15894.0
2018-07-21 20:00:00,15400.0
2018-07-21 21:00:00,15043.0
2018-07-21 22:00:00,14848.0
2018-07-21 23:00:00,14102.0
2018-07-22 00:00:00,13079.0
2018-07-20 01:00:00,13948.0
2018-07-20 02:00:00,13207.0
2018-07-20 03:00:00,12753.0
2018-07-20 04:00:00,12529.0
2018-07-20 05:00:00,12616.0
2018-07-20 06:00:00,12983.0
2018-07-20 07:00:00,13646.0
2018-07-20 08:00:00,14427.0
2018-07-20 09:00:00,15210.0
2018-07-20 10:00:00,15964.0
2018-07-20 11:00:00,16554.0
2018-07-20 12:00:00,17039.0
2018-07-20 13:00:00,17324.0
2018-07-20 14:00:00,17480.0
2018-07-20 15:00:00,17541.0
2018-07-20 16:00:00,17464.0
2018-07-20 17:00:00,17367.0
2018-07-20 18:00:00,17089.0
2018-07-20 19:00:00,16607.0
2018-07-20 20:00:00,16028.0
2018-07-20 21:00:00,15515.0
2018-07-20 22:00:00,15178.0
2018-07-20 23:00:00,14426.0
2018-07-21 00:00:00,13379.0
2018-07-19 01:00:00,13305.0
2018-07-19 02:00:00,12536.0
2018-07-19 03:00:00,12079.0
2018-07-19 04:00:00,11897.0
2018-07-19 05:00:00,11931.0
2018-07-19 06:00:00,12376.0
2018-07-19 07:00:00,12971.0
2018-07-19 08:00:00,13627.0
2018-07-19 09:00:00,14383.0
2018-07-19 10:00:00,15212.0
2018-07-19 11:00:00,16069.0
2018-07-19 12:00:00,16853.0
2018-07-19 13:00:00,17629.0
2018-07-19 14:00:00,18290.0
2018-07-19 15:00:00,18875.0
2018-07-19 16:00:00,19259.0
2018-07-19 17:00:00,19615.0
2018-07-19 18:00:00,19730.0
2018-07-19 19:00:00,19540.0
2018-07-19 20:00:00,18886.0
2018-07-19 21:00:00,18120.0
2018-07-19 22:00:00,17537.0
2018-07-19 23:00:00,16361.0
2018-07-20 00:00:00,15085.0
2018-07-18 01:00:00,13929.0
2018-07-18 02:00:00,13192.0
2018-07-18 03:00:00,12682.0
2018-07-18 04:00:00,12348.0
2018-07-18 05:00:00,12227.0
2018-07-18 06:00:00,12613.0
2018-07-18 07:00:00,13162.0
2018-07-18 08:00:00,13953.0
2018-07-18 09:00:00,14753.0
2018-07-18 10:00:00,15481.0
2018-07-18 11:00:00,16343.0
2018-07-18 12:00:00,16992.0
2018-07-18 13:00:00,17563.0
2018-07-18 14:00:00,18082.0
2018-07-18 15:00:00,18441.0
2018-07-18 16:00:00,18625.0
2018-07-18 17:00:00,18860.0
2018-07-18 18:00:00,18879.0
2018-07-18 19:00:00,18714.0
2018-07-18 20:00:00,18081.0
2018-07-18 21:00:00,17247.0
2018-07-18 22:00:00,16661.0
2018-07-18 23:00:00,15682.0
2018-07-19 00:00:00,14277.0
2018-07-17 01:00:00,15202.0
2018-07-17 02:00:00,14424.0
2018-07-17 03:00:00,13922.0
2018-07-17 04:00:00,13522.0
2018-07-17 05:00:00,13634.0
2018-07-17 06:00:00,14057.0
2018-07-17 07:00:00,14647.0
2018-07-17 08:00:00,15372.0
2018-07-17 09:00:00,16382.0
2018-07-17 10:00:00,17247.0
2018-07-17 11:00:00,18109.0
2018-07-17 12:00:00,18987.0
2018-07-17 13:00:00,19710.0
2018-07-17 14:00:00,20156.0
2018-07-17 15:00:00,20458.0
2018-07-17 16:00:00,20631.0
2018-07-17 17:00:00,20621.0
2018-07-17 18:00:00,20357.0
2018-07-17 19:00:00,19963.0
2018-07-17 20:00:00,19088.0
2018-07-17 21:00:00,18299.0
2018-07-17 22:00:00,17714.0
2018-07-17 23:00:00,16581.0
2018-07-18 00:00:00,15027.0
2018-07-16 01:00:00,14851.0
2018-07-16 02:00:00,14147.0
2018-07-16 03:00:00,13595.0
2018-07-16 04:00:00,13402.0
2018-07-16 05:00:00,13389.0
2018-07-16 06:00:00,13991.0
2018-07-16 07:00:00,14630.0
2018-07-16 08:00:00,15583.0
2018-07-16 09:00:00,16361.0
2018-07-16 10:00:00,17339.0
2018-07-16 11:00:00,18363.0
2018-07-16 12:00:00,19214.0
2018-07-16 13:00:00,19934.0
2018-07-16 14:00:00,20364.0
2018-07-16 15:00:00,20298.0
2018-07-16 16:00:00,20178.0
2018-07-16 17:00:00,20184.0
2018-07-16 18:00:00,20434.0
2018-07-16 19:00:00,20280.0
2018-07-16 20:00:00,19816.0
2018-07-16 21:00:00,19113.0
2018-07-16 22:00:00,18653.0
2018-07-16 23:00:00,17540.0
2018-07-17 00:00:00,16384.0
2018-07-15 01:00:00,14815.0
2018-07-15 02:00:00,13958.0
2018-07-15 03:00:00,13360.0
2018-07-15 04:00:00,12893.0
2018-07-15 05:00:00,12629.0
2018-07-15 06:00:00,12614.0
2018-07-15 07:00:00,12515.0
2018-07-15 08:00:00,12918.0
2018-07-15 09:00:00,13878.0
2018-07-15 10:00:00,15032.0
2018-07-15 11:00:00,16314.0
2018-07-15 12:00:00,17471.0
2018-07-15 13:00:00,18397.0
2018-07-15 14:00:00,18848.0
2018-07-15 15:00:00,19247.0
2018-07-15 16:00:00,19533.0
2018-07-15 17:00:00,19682.0
2018-07-15 18:00:00,19681.0
2018-07-15 19:00:00,19217.0
2018-07-15 20:00:00,18893.0
2018-07-15 21:00:00,18285.0
2018-07-15 22:00:00,17949.0
2018-07-15 23:00:00,17070.0
2018-07-16 00:00:00,15942.0
2018-07-14 01:00:00,14713.0
2018-07-14 02:00:00,13708.0
2018-07-14 03:00:00,13184.0
2018-07-14 04:00:00,12726.0
2018-07-14 05:00:00,12535.0
2018-07-14 06:00:00,12586.0
2018-07-14 07:00:00,12543.0
2018-07-14 08:00:00,13128.0
2018-07-14 09:00:00,14129.0
2018-07-14 10:00:00,15513.0
2018-07-14 11:00:00,16751.0
2018-07-14 12:00:00,17872.0
2018-07-14 13:00:00,18581.0
2018-07-14 14:00:00,19143.0
2018-07-14 15:00:00,19565.0
2018-07-14 16:00:00,19841.0
2018-07-14 17:00:00,20032.0
2018-07-14 18:00:00,20074.0
2018-07-14 19:00:00,19822.0
2018-07-14 20:00:00,19360.0
2018-07-14 21:00:00,18657.0
2018-07-14 22:00:00,18179.0
2018-07-14 23:00:00,17129.0
2018-07-15 00:00:00,15910.0
2018-07-13 01:00:00,14147.0
2018-07-13 02:00:00,13204.0
2018-07-13 03:00:00,12737.0
2018-07-13 04:00:00,12434.0
2018-07-13 05:00:00,12425.0
2018-07-13 06:00:00,12826.0
2018-07-13 07:00:00,13446.0
2018-07-13 08:00:00,14183.0
2018-07-13 09:00:00,15226.0
2018-07-13 10:00:00,16125.0
2018-07-13 11:00:00,17280.0
2018-07-13 12:00:00,18229.0
2018-07-13 13:00:00,19078.0
2018-07-13 14:00:00,19926.0
2018-07-13 15:00:00,20449.0
2018-07-13 16:00:00,20852.0
2018-07-13 17:00:00,21014.0
2018-07-13 18:00:00,21001.0
2018-07-13 19:00:00,20726.0
2018-07-13 20:00:00,20051.0
2018-07-13 21:00:00,19216.0
2018-07-13 22:00:00,18530.0
2018-07-13 23:00:00,17502.0
2018-07-14 00:00:00,15950.0
2018-07-12 01:00:00,13982.0
2018-07-12 02:00:00,13023.0
2018-07-12 03:00:00,12482.0
2018-07-12 04:00:00,12280.0
2018-07-12 05:00:00,12283.0
2018-07-12 06:00:00,12697.0
2018-07-12 07:00:00,13314.0
2018-07-12 08:00:00,14051.0
2018-07-12 09:00:00,14773.0
2018-07-12 10:00:00,15595.0
2018-07-12 11:00:00,16541.0
2018-07-12 12:00:00,17430.0
2018-07-12 13:00:00,18253.0
2018-07-12 14:00:00,18965.0
2018-07-12 15:00:00,19412.0
2018-07-12 16:00:00,19796.0
2018-07-12 17:00:00,20052.0
2018-07-12 18:00:00,20085.0
2018-07-12 19:00:00,19706.0
2018-07-12 20:00:00,19188.0
2018-07-12 21:00:00,18401.0
2018-07-12 22:00:00,17797.0
2018-07-12 23:00:00,16719.0
2018-07-13 00:00:00,15264.0
2018-07-11 01:00:00,14958.0
2018-07-11 02:00:00,13970.0
2018-07-11 03:00:00,13345.0
2018-07-11 04:00:00,12937.0
2018-07-11 05:00:00,12824.0
2018-07-11 06:00:00,13179.0
2018-07-11 07:00:00,13664.0
2018-07-11 08:00:00,14408.0
2018-07-11 09:00:00,15346.0
2018-07-11 10:00:00,16154.0
2018-07-11 11:00:00,17144.0
2018-07-11 12:00:00,17908.0
2018-07-11 13:00:00,18638.0
2018-07-11 14:00:00,19304.0
2018-07-11 15:00:00,19719.0
2018-07-11 16:00:00,20052.0
2018-07-11 17:00:00,20153.0
2018-07-11 18:00:00,20105.0
2018-07-11 19:00:00,19776.0
2018-07-11 20:00:00,19114.0
2018-07-11 21:00:00,18249.0
2018-07-11 22:00:00,17602.0
2018-07-11 23:00:00,16510.0
2018-07-12 00:00:00,15115.0
2018-07-10 01:00:00,14770.0
2018-07-10 02:00:00,13822.0
2018-07-10 03:00:00,13327.0
2018-07-10 04:00:00,12956.0
2018-07-10 05:00:00,12915.0
2018-07-10 06:00:00,13177.0
2018-07-10 07:00:00,13841.0
2018-07-10 08:00:00,14820.0
2018-07-10 09:00:00,15937.0
2018-07-10 10:00:00,17146.0
2018-07-10 11:00:00,18481.0
2018-07-10 12:00:00,19510.0
2018-07-10 13:00:00,20461.0
2018-07-10 14:00:00,21133.0
2018-07-10 15:00:00,21446.0
2018-07-10 16:00:00,21470.0
2018-07-10 17:00:00,21088.0
2018-07-10 18:00:00,20840.0
2018-07-10 19:00:00,20657.0
2018-07-10 20:00:00,20187.0
2018-07-10 21:00:00,19411.0
2018-07-10 22:00:00,18714.0
2018-07-10 23:00:00,17579.0
2018-07-11 00:00:00,16080.0
2018-07-09 01:00:00,12988.0
2018-07-09 02:00:00,12226.0
2018-07-09 03:00:00,11805.0
2018-07-09 04:00:00,11621.0
2018-07-09 05:00:00,11739.0
2018-07-09 06:00:00,12200.0
2018-07-09 07:00:00,12650.0
2018-07-09 08:00:00,13601.0
2018-07-09 09:00:00,14504.0
2018-07-09 10:00:00,15593.0
2018-07-09 11:00:00,16613.0
2018-07-09 12:00:00,17605.0
2018-07-09 13:00:00,18565.0
2018-07-09 14:00:00,19416.0
2018-07-09 15:00:00,20023.0
2018-07-09 16:00:00,20405.0
2018-07-09 17:00:00,20878.0
2018-07-09 18:00:00,21016.0
2018-07-09 19:00:00,20832.0
2018-07-09 20:00:00,20340.0
2018-07-09 21:00:00,19377.0
2018-07-09 22:00:00,18813.0
2018-07-09 23:00:00,17453.0
2018-07-10 00:00:00,16056.0
2018-07-08 01:00:00,11984.0
2018-07-08 02:00:00,11355.0
2018-07-08 03:00:00,10956.0
2018-07-08 04:00:00,10650.0
2018-07-08 05:00:00,10504.0
2018-07-08 06:00:00,10498.0
2018-07-08 07:00:00,10343.0
2018-07-08 08:00:00,10658.0
2018-07-08 09:00:00,11577.0
2018-07-08 10:00:00,12203.0
2018-07-08 11:00:00,13006.0
2018-07-08 12:00:00,13741.0
2018-07-08 13:00:00,14527.0
2018-07-08 14:00:00,15226.0
2018-07-08 15:00:00,15875.0
2018-07-08 16:00:00,16576.0
2018-07-08 17:00:00,17252.0
2018-07-08 18:00:00,17655.0
2018-07-08 19:00:00,17710.0
2018-07-08 20:00:00,17324.0
2018-07-08 21:00:00,16567.0
2018-07-08 22:00:00,16110.0
2018-07-08 23:00:00,15183.0
2018-07-09 00:00:00,13993.0
2018-07-07 01:00:00,12456.0
2018-07-07 02:00:00,11781.0
2018-07-07 03:00:00,11325.0
2018-07-07 04:00:00,11074.0
2018-07-07 05:00:00,11050.0
2018-07-07 06:00:00,11046.0
2018-07-07 07:00:00,11042.0
2018-07-07 08:00:00,11457.0
2018-07-07 09:00:00,12194.0
2018-07-07 10:00:00,12862.0
2018-07-07 11:00:00,13568.0
2018-07-07 12:00:00,14017.0
2018-07-07 13:00:00,14418.0
2018-07-07 14:00:00,14935.0
2018-07-07 15:00:00,15289.0
2018-07-07 16:00:00,15789.0
2018-07-07 17:00:00,16203.0
2018-07-07 18:00:00,16467.0
2018-07-07 19:00:00,16349.0
2018-07-07 20:00:00,15993.0
2018-07-07 21:00:00,15270.0
2018-07-07 22:00:00,14740.0
2018-07-07 23:00:00,13992.0
2018-07-08 00:00:00,12969.0
2018-07-06 01:00:00,15139.0
2018-07-06 02:00:00,14325.0
2018-07-06 03:00:00,13685.0
2018-07-06 04:00:00,13350.0
2018-07-06 05:00:00,13357.0
2018-07-06 06:00:00,13671.0
2018-07-06 07:00:00,14124.0
2018-07-06 08:00:00,14646.0
2018-07-06 09:00:00,15294.0
2018-07-06 10:00:00,15804.0
2018-07-06 11:00:00,16420.0
2018-07-06 12:00:00,16924.0
2018-07-06 13:00:00,17335.0
2018-07-06 14:00:00,17745.0
2018-07-06 15:00:00,17846.0
2018-07-06 16:00:00,17753.0
2018-07-06 17:00:00,17741.0
2018-07-06 18:00:00,17561.0
2018-07-06 19:00:00,17090.0
2018-07-06 20:00:00,16412.0
2018-07-06 21:00:00,15807.0
2018-07-06 22:00:00,15249.0
2018-07-06 23:00:00,14482.0
2018-07-07 00:00:00,13331.0
2018-07-05 01:00:00,15370.0
2018-07-05 02:00:00,14392.0
2018-07-05 03:00:00,13772.0
2018-07-05 04:00:00,13373.0
2018-07-05 05:00:00,13260.0
2018-07-05 06:00:00,13743.0
2018-07-05 07:00:00,14147.0
2018-07-05 08:00:00,15232.0
2018-07-05 09:00:00,16281.0
2018-07-05 10:00:00,17487.0
2018-07-05 11:00:00,18768.0
2018-07-05 12:00:00,19949.0
2018-07-05 13:00:00,20810.0
2018-07-05 14:00:00,21320.0
2018-07-05 15:00:00,21408.0
2018-07-05 16:00:00,21097.0
2018-07-05 17:00:00,20964.0
2018-07-05 18:00:00,20780.0
2018-07-05 19:00:00,20231.0
2018-07-05 20:00:00,19556.0
2018-07-05 21:00:00,18801.0
2018-07-05 22:00:00,18300.0
2018-07-05 23:00:00,17284.0
2018-07-06 00:00:00,16070.0
2018-07-04 01:00:00,15498.0
2018-07-04 02:00:00,14635.0
2018-07-04 03:00:00,13895.0
2018-07-04 04:00:00,13509.0
2018-07-04 05:00:00,13135.0
2018-07-04 06:00:00,13036.0
2018-07-04 07:00:00,12789.0
2018-07-04 08:00:00,13362.0
2018-07-04 09:00:00,14623.0
2018-07-04 10:00:00,16291.0
2018-07-04 11:00:00,17847.0
2018-07-04 12:00:00,19030.0
2018-07-04 13:00:00,19811.0
2018-07-04 14:00:00,20276.0
2018-07-04 15:00:00,20503.0
2018-07-04 16:00:00,20606.0
2018-07-04 17:00:00,20494.0
2018-07-04 18:00:00,20169.0
2018-07-04 19:00:00,19732.0
2018-07-04 20:00:00,19060.0
2018-07-04 21:00:00,18359.0
2018-07-04 22:00:00,17749.0
2018-07-04 23:00:00,17086.0
2018-07-05 00:00:00,16291.0
2018-07-03 01:00:00,14889.0
2018-07-03 02:00:00,14044.0
2018-07-03 03:00:00,13408.0
2018-07-03 04:00:00,13197.0
2018-07-03 05:00:00,13038.0
2018-07-03 06:00:00,13451.0
2018-07-03 07:00:00,13929.0
2018-07-03 08:00:00,14850.0
2018-07-03 09:00:00,15838.0
2018-07-03 10:00:00,16991.0
2018-07-03 11:00:00,18207.0
2018-07-03 12:00:00,19283.0
2018-07-03 13:00:00,20328.0
2018-07-03 14:00:00,20999.0
2018-07-03 15:00:00,21321.0
2018-07-03 16:00:00,21367.0
2018-07-03 17:00:00,21481.0
2018-07-03 18:00:00,21448.0
2018-07-03 19:00:00,21249.0
2018-07-03 20:00:00,20501.0
2018-07-03 21:00:00,19543.0
2018-07-03 22:00:00,18951.0
2018-07-03 23:00:00,17861.0
2018-07-04 00:00:00,16709.0
2018-07-02 01:00:00,15460.0
2018-07-02 02:00:00,14652.0
2018-07-02 03:00:00,14091.0
2018-07-02 04:00:00,13682.0
2018-07-02 05:00:00,13605.0
2018-07-02 06:00:00,14019.0
2018-07-02 07:00:00,14529.0
2018-07-02 08:00:00,15422.0
2018-07-02 09:00:00,16355.0
2018-07-02 10:00:00,17394.0
2018-07-02 11:00:00,18541.0
2018-07-02 12:00:00,19501.0
2018-07-02 13:00:00,20444.0
2018-07-02 14:00:00,21045.0
2018-07-02 15:00:00,20811.0
2018-07-02 16:00:00,20382.0
2018-07-02 17:00:00,20159.0
2018-07-02 18:00:00,19954.0
2018-07-02 19:00:00,19864.0
2018-07-02 20:00:00,19401.0
2018-07-02 21:00:00,18774.0
2018-07-02 22:00:00,18315.0
2018-07-02 23:00:00,17251.0
2018-07-03 00:00:00,15990.0
2018-07-01 01:00:00,14855.0
2018-07-01 02:00:00,13918.0
2018-07-01 03:00:00,13178.0
2018-07-01 04:00:00,12619.0
2018-07-01 05:00:00,12316.0
2018-07-01 06:00:00,12295.0
2018-07-01 07:00:00,12051.0
2018-07-01 08:00:00,12761.0
